feature_idx,target_set_id,target_set_label,node_type,target_abbrev,metapath,n_targets,target_ids
283,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCpD,1,DOID:1459
284,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCpDrD,1,DOID:1459
285,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCrCpD,1,DOID:1459
286,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCrCtD,1,DOID:1459
287,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCtD,1,DOID:1459
288,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCtDrD,1,DOID:1459
289,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCuGaD,1,DOID:1459
290,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCuGdD,1,DOID:1459
291,hypothyroidism,Hypothyroidism disease term,Disease,D,GdCuGuD,1,DOID:1459
292,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDaGaD,1,DOID:1459
293,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDaGdD,1,DOID:1459
294,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDaGuD,1,DOID:1459
295,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDdGaD,1,DOID:1459
296,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDdGdD,1,DOID:1459
297,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDdGuD,1,DOID:1459
298,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDlAlD,1,DOID:1459
299,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDpCpD,1,DOID:1459
300,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDpCtD,1,DOID:1459
301,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDpSpD,1,DOID:1459
302,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDrD,1,DOID:1459
303,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDrDrD,1,DOID:1459
304,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDtCpD,1,DOID:1459
305,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDtCtD,1,DOID:1459
306,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDuGaD,1,DOID:1459
307,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDuGdD,1,DOID:1459
308,hypothyroidism,Hypothyroidism disease term,Disease,D,GdDuGuD,1,DOID:1459
309,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAdGaD,1,DOID:1459
310,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAdGdD,1,DOID:1459
311,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAdGuD,1,DOID:1459
312,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAeGaD,1,DOID:1459
313,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAeGdD,1,DOID:1459
314,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAeGuD,1,DOID:1459
315,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAlD,1,DOID:1459
316,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAlDrD,1,DOID:1459
317,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAuGaD,1,DOID:1459
318,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAuGdD,1,DOID:1459
319,hypothyroidism,Hypothyroidism disease term,Disease,D,GeAuGuD,1,DOID:1459
320,hypothyroidism,Hypothyroidism disease term,Disease,D,GiG<rGaD,1,DOID:1459
321,hypothyroidism,Hypothyroidism disease term,Disease,D,GiG<rGdD,1,DOID:1459
322,hypothyroidism,Hypothyroidism disease term,Disease,D,GiG<rGuD,1,DOID:1459
323,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGaD,1,DOID:1459
324,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGaDrD,1,DOID:1459
325,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGbCpD,1,DOID:1459
326,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGbCtD,1,DOID:1459
327,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGcGaD,1,DOID:1459
328,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGcGdD,1,DOID:1459
329,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGcGuD,1,DOID:1459
330,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGdAlD,1,DOID:1459
331,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGdCpD,1,DOID:1459
332,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGdCtD,1,DOID:1459
333,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGdD,1,DOID:1459
334,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGdDrD,1,DOID:1459
335,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGeAlD,1,DOID:1459
336,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGiGaD,1,DOID:1459
337,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGiGdD,1,DOID:1459
338,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGiGuD,1,DOID:1459
339,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGr>GaD,1,DOID:1459
340,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGr>GdD,1,DOID:1459
341,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGr>GuD,1,DOID:1459
342,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGuAlD,1,DOID:1459
343,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGuCpD,1,DOID:1459
344,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGuCtD,1,DOID:1459
345,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGuD,1,DOID:1459
346,hypothyroidism,Hypothyroidism disease term,Disease,D,GiGuDrD,1,DOID:1459
347,hypothyroidism,Hypothyroidism disease term,Disease,D,GpBPpGaD,1,DOID:1459
348,hypothyroidism,Hypothyroidism disease term,Disease,D,GpBPpGdD,1,DOID:1459
349,hypothyroidism,Hypothyroidism disease term,Disease,D,GpBPpGuD,1,DOID:1459
350,hypothyroidism,Hypothyroidism disease term,Disease,D,GpCCpGaD,1,DOID:1459
351,hypothyroidism,Hypothyroidism disease term,Disease,D,GpCCpGdD,1,DOID:1459
352,hypothyroidism,Hypothyroidism disease term,Disease,D,GpCCpGuD,1,DOID:1459
353,hypothyroidism,Hypothyroidism disease term,Disease,D,GpMFpGaD,1,DOID:1459
354,hypothyroidism,Hypothyroidism disease term,Disease,D,GpMFpGdD,1,DOID:1459
355,hypothyroidism,Hypothyroidism disease term,Disease,D,GpMFpGuD,1,DOID:1459
356,hypothyroidism,Hypothyroidism disease term,Disease,D,GpPWpGaD,1,DOID:1459
357,hypothyroidism,Hypothyroidism disease term,Disease,D,GpPWpGdD,1,DOID:1459
358,hypothyroidism,Hypothyroidism disease term,Disease,D,GpPWpGuD,1,DOID:1459
359,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>G<rGaD,1,DOID:1459
360,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>G<rGdD,1,DOID:1459
361,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>G<rGuD,1,DOID:1459
362,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GaD,1,DOID:1459
363,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GaDrD,1,DOID:1459
364,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GbCpD,1,DOID:1459
365,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GbCtD,1,DOID:1459
366,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GcGaD,1,DOID:1459
367,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GcGdD,1,DOID:1459
368,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GcGuD,1,DOID:1459
369,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GdAlD,1,DOID:1459
370,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GdCpD,1,DOID:1459
371,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GdCtD,1,DOID:1459
372,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GdD,1,DOID:1459
373,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GdDrD,1,DOID:1459
374,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GeAlD,1,DOID:1459
375,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GiGaD,1,DOID:1459
376,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GiGdD,1,DOID:1459
377,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GiGuD,1,DOID:1459
378,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>Gr>GaD,1,DOID:1459
379,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>Gr>GdD,1,DOID:1459
380,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>Gr>GuD,1,DOID:1459
381,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GuAlD,1,DOID:1459
382,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GuCpD,1,DOID:1459
383,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GuCtD,1,DOID:1459
384,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GuD,1,DOID:1459
385,hypothyroidism,Hypothyroidism disease term,Disease,D,Gr>GuDrD,1,DOID:1459
386,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAdGaD,1,DOID:1459
387,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAdGdD,1,DOID:1459
388,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAdGuD,1,DOID:1459
389,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAeGaD,1,DOID:1459
390,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAeGdD,1,DOID:1459
391,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAeGuD,1,DOID:1459
392,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAlD,1,DOID:1459
393,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAlDrD,1,DOID:1459
394,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAuGaD,1,DOID:1459
395,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAuGdD,1,DOID:1459
396,hypothyroidism,Hypothyroidism disease term,Disease,D,GuAuGuD,1,DOID:1459
397,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCbGaD,1,DOID:1459
398,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCbGdD,1,DOID:1459
399,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCbGuD,1,DOID:1459
400,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCdGaD,1,DOID:1459
401,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCdGdD,1,DOID:1459
402,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCdGuD,1,DOID:1459
403,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCpD,1,DOID:1459
404,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCpDrD,1,DOID:1459
405,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCrCpD,1,DOID:1459
406,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCrCtD,1,DOID:1459
407,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCtD,1,DOID:1459
408,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCtDrD,1,DOID:1459
409,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCuGaD,1,DOID:1459
410,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCuGdD,1,DOID:1459
411,hypothyroidism,Hypothyroidism disease term,Disease,D,GuCuGuD,1,DOID:1459
412,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDaGaD,1,DOID:1459
413,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDaGdD,1,DOID:1459
414,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDaGuD,1,DOID:1459
415,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDdGaD,1,DOID:1459
416,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDdGdD,1,DOID:1459
417,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDdGuD,1,DOID:1459
418,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDlAlD,1,DOID:1459
419,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDpCpD,1,DOID:1459
420,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDpCtD,1,DOID:1459
421,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDpSpD,1,DOID:1459
422,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDrD,1,DOID:1459
423,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDrDrD,1,DOID:1459
424,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDtCpD,1,DOID:1459
425,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDtCtD,1,DOID:1459
426,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDuGaD,1,DOID:1459
427,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDuGdD,1,DOID:1459
428,hypothyroidism,Hypothyroidism disease term,Disease,D,GuDuGuD,1,DOID:1459
429,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,G<rG<rGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
430,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,G<rGcGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
431,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,G<rGiGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
432,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,G<rGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
433,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,G<rGr>GpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
434,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GaDaGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
435,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GaDdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
436,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GaDuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
437,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GbCbGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
438,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GbCdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
439,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GbCuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
440,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GcG<rGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
441,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GcGcGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
442,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GcGiGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
443,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GcGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
444,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GcGr>GpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
445,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdAdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
446,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdAeGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
447,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdAuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
448,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdCbGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
449,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdCdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
450,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdCuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
451,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdDaGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
452,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdDdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
453,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GdDuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
